,parBETA,parFC,parK0,parK1,parK2,parLP,parPERC,parUZL,parTT,parCFMAX,parCFR,parCWH,route_a,route_b
p_mean,-0.18490702291385644,-0.11474809505375207,0.5225204841332625,0.4380846584000776,0.26815335428433573,0.2736363614504762,0.5355843237771435,0.20508338322621392,0.24942360698676658,0.11216737077743928,-0.12967548388079247,-0.15846940664741482,0.28691852753085145,-0.2313996535951327
pet_mean,0.13417193447321535,0.5489284451935723,-0.3163782497497341,-0.1776828544017543,-0.05993717905252418,-0.11899071311152842,-0.21538832690937448,-0.04715089610819501,-0.4850994611568897,-0.5277812375518265,-0.16343713456971498,0.14508192451066906,0.05974097379682016,-0.2708808317563977
p_seasonality,0.4587161059027486,-0.1500835555470063,-0.13038817061842325,0.02458969617840572,-0.03586813211474481,-0.25982585180572154,-0.5590415918273458,-0.5333447946697573,-0.33065033867046895,0.06859858312234055,0.4835824771394428,0.23270792908077678,-0.14033508779944745,0.11305077532334193
frac_snow,-0.47825733951175586,-0.4277657678513609,-0.1616100743177347,-0.23404492015381598,-0.2977552747054865,0.014910013179759572,0.2122152175301311,0.40366487463553474,0.42092654830031445,0.4363997705809307,0.021264089043957324,-0.3408082703816194,-0.27089828765855756,0.6212500148280108
aridity,0.19321865584972986,0.3271115909376896,-0.5728218050723226,-0.5008075032480466,-0.2786372711439616,-0.24509482853279665,-0.5626651374198207,-0.15107652405718486,-0.38654639476850106,-0.33925050874708357,0.006598363513516762,0.20970919463673574,-0.10112986335361909,0.007341426800131124
high_prec_freq,0.43246798580310447,0.34335876104080776,-0.20163265230785096,-0.1440542039692625,0.051985617619080965,-0.2204329841504466,-0.4186155125709309,-0.4227581378901975,-0.4633711828041534,-0.4770185105021895,-0.056649943380504594,0.43152124657699314,-0.08134988247392681,-0.3336384133955421
high_prec_dur,-0.23845684849881593,0.30559689251837524,-0.29607340130148774,-0.538642786685979,-0.265480602404789,0.21173293284369182,0.09970956325325031,0.3328706719318392,0.16043618650949548,-0.24787919139371165,-0.5604826490152588,-0.036311165580525495,0.1374934708437597,-0.2318720286177684
low_prec_freq,0.35749185873378436,0.4081219785967236,-0.3332941403201761,-0.25401100217639616,-0.019064836264791045,-0.21390136112385152,-0.44128331551452343,-0.34969785913604695,-0.44613747843170937,-0.4892414176221436,-0.09804448903960723,0.39936606703394745,-0.07744960241339556,-0.2983498819623657
low_prec_dur,0.042381938216183246,0.43014956643287144,-0.37570300872103507,-0.4890775066864475,-0.15954292510938362,0.08075369107129833,-0.16208309388758113,0.05934239179656849,-0.13018715641037354,-0.49234486920851855,-0.5031702216846882,0.19727051879779398,0.1449475142926071,-0.40103689027493583
elev_mean,-0.520894427484093,-0.12417945495693695,-0.21264714818400232,-0.28690594985436796,-0.2832069837851542,0.0003253256327043551,0.24857222702928228,0.33854508229610414,0.3572030162791657,0.16640574426163238,-0.2409677904580726,-0.35684342686031173,-0.41309466529079875,0.41504349326793755
slope_mean,-0.6637881880909501,-0.14735150957021592,0.06012296491147921,-0.0820517876078107,-0.13986982166000225,0.16698742378812398,0.5823977115798771,0.4754838006432775,0.5243421954310143,0.21284735663911938,-0.38381498998535674,-0.47015612263790274,-0.33069858849233735,0.30457483651565753
area_gages2,0.28746082281697255,0.06430535212963158,-0.29736766559362243,-0.18712291175498133,-0.05222830926509409,0.10137351897038567,-0.3380057983543324,-0.10974903099107362,-0.13895143476999655,-0.07551213490057361,0.18257616744483868,0.2537915834876523,0.3003027295674173,-0.09296867233980123
frac_forest,-0.4368628379036207,-0.2308962622220575,0.43092222749866094,0.29362499359816924,0.009168392567580046,0.05015417077130055,0.5350323929397085,0.36483555240153315,0.5863528866372565,0.40726645662316796,-0.02297369544706544,-0.38528474698579207,-0.09647304523846921,0.24101086157262924
lai_max,-0.11826945040888118,-0.17533007446662707,0.5368780922565448,0.5016713513877434,0.21226322922752996,-0.10199603582028303,0.3115519851756029,0.024688199552286537,0.25640444251017697,0.3025103532736542,0.2918964344022833,-0.1609657338100608,-0.06774996333173837,0.13927583589610418
lai_diff,-0.06232514448898069,-0.2717223182676871,0.5345058360644175,0.5560153181162051,0.23111223854327215,-0.15200489230751968,0.2447325541227549,-0.09342616214344623,0.17810235534470972,0.35980645569792724,0.4128640276739178,-0.15957722896944954,-0.15705012451179115,0.23410004063564732
gvf_max,-0.12683002677784966,-0.21909122021555327,0.5523069746640346,0.48283620788459797,0.22386458631388192,-0.04312516180120913,0.3554349577172865,0.03484863421745922,0.317791761142543,0.33555066111072374,0.243658073870317,-0.18681625714429984,-0.07918533141295836,0.13521026743385486
gvf_diff,0.22205297381605596,-0.4002960711660828,0.2630872832865663,0.406930581971398,0.206080198898269,-0.20353129385664354,-0.11513401347949342,-0.372225655279869,-0.10633803889320359,0.3177144171589832,0.5607025238183402,0.01704717502101913,-0.23227616530933987,0.32590221957195514
dom_land_cover_frac,0.03733972383899346,-0.14554753280937927,0.0887881516156977,0.04287389170832355,0.20057999003449684,-0.02960232272469689,0.04390072664380295,-0.053523821485464355,-0.06298548156220062,-0.002476275236068008,-0.007018253249534951,0.07717243977065298,0.018801295176082866,-0.03393634950270497
dom_land_cover,0.04555240047442358,0.2192055535162331,0.03140581890010861,0.03143670831448156,-0.000565697870832649,0.05371470526738426,0.004818829716758174,0.014937909996853422,-0.0848843539205942,-0.12280423143465558,-0.12587683634440136,0.04992009069963775,0.12069398177059716,-0.20373571321045342
