basin_id,paradigm,regime,contrast,parameter,symbol,display_name,z_base,z_cn,delta_base_minus_cn,physical_base,physical_cn,delta_physical,frac_snow,snow_stratum,snow_regime
01022500,IC,IC,Base-CN,xaj_k,k,k,0.1226965665797024,0.11681067324890367,0.0058858933307987388,0.68404484986955361,0.6752160098733555,0.0088288399961981012,0.24525900924827099,S3,S3
01022500,IC,IC,Base-CN,xaj_b,b,b,1,0.21717803689981985,0.78282196310018015,2,0.51263827010965768,1.4873617298903423,0.24525900924827099,S3,S3
01022500,IC,IC,Base-CN,xaj_im,im,im,0,0,0,0,0,0,0.24525900924827099,S3,S3
01022500,IC,IC,Base-CN,xaj_um,um,um,1,1,0,50,50,0,0.24525900924827099,S3,S3
01022500,IC,IC,Base-CN,xaj_lm,lm,lm,0.47978009456164733,0.41207775322525036,0.067702341336396965,106.36041702109652,94.173995580545068,12.186421440551456,0.24525900924827099,S3,S3
01022500,IC,IC,Base-CN,xaj_dm,dm,dm,0,0,0,20,20,0,0.24525900924827099,S3,S3
01022500,IC,IC,Base-CN,xaj_c,c,c,1,0.8827018124787489,0.1172981875212511,0.29999999999999999,0.27067545311968721,0.029324546880312774,0.24525900924827099,S3,S3
01022500,IC,IC,Base-CN,xaj_sm,sm,sm,0.30628273637175102,0.15199869018716103,0.15428404618458999,34.096859955316347,19.439875567780298,14.656984387536049,0.24525900924827099,S3,S3
01022500,IC,IC,Base-CN,xaj_ex,ex,ex,0.21943113862660837,0.18640399547187694,0.033027143154731431,0.51691916339055588,0.45416759139656615,0.06275157199398973,0.24525900924827099,S3,S3
01022500,IC,IC,Base-CN,xaj_ki,ki,ki,0.19387673565642033,0.49604960323492686,-0.30217286757850653,0.13571371495949422,0.34723472226444879,-0.21152100730495457,0.24525900924827099,S3,S3
01022500,IC,IC,Base-CN,xaj_kg,kg,kg,0,0.61248161276616231,-0.61248161276616231,0,0.42873712893631361,-0.42873712893631361,0.24525900924827099,S3,S3
01022500,IC,IC,Base-CN,xaj_ci,ci,ci,0.1712160377618632,0.81086659416234619,-0.63965055640048296,0.25409443398567688,0.82977993474611156,-0.57568550076043468,0.24525900924827099,S3,S3
